"trta","saffl","aesoc","aedecod","procedure","factor","measure","unit","denominator"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS","count","quantity",33,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE SWELLING","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE URTICARIA","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE VESICLES","count","quantity",5,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE WARMTH","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHILLS","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CYST","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FATIGUE","count","quantity",5,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","INFLAMMATION","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","MALAISE","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA PERIPHERAL","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PAIN","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SECRETION DISCHARGE","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SUDDEN DEATH","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SWELLING","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ULCER","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","IMMUNE SYSTEM DISORDERS","HYPERSENSITIVITY","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","CELLULITIS","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","INFLUENZA","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","LOCALISED INFECTION","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","NASOPHARYNGITIS","count","quantity",9,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","ONYCHOMYCOSIS","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","PNEUMONIA","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","UPPER RESPIRATORY TRACT INFECTION","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","VIRAL INFECTION","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","CONTUSION","count","quantity",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","EXCORIATION","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","FALL","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","JOINT DISLOCATION","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","SKIN LACERATION","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","WOUND","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","BLOOD GLUCOSE INCREASED","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","BODY TEMPERATURE INCREASED","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","ELECTROCARDIOGRAM T WAVE INVERSION","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","NASAL MUCOSA BIOPSY","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","NEUTROPHIL COUNT INCREASED","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","URINE ANALYSIS ABNORMAL","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","WHITE BLOOD CELL COUNT INCREASED","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","METABOLISM AND NUTRITION DISORDERS","FOOD CRAVING","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","ARTHRALGIA","count","quantity",4,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","BACK PAIN","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","MUSCLE SPASMS","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","MUSCULAR WEAKNESS","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","SHOULDER PAIN","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)","COLON CANCER","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)","MALIGNANT FIBROUS HISTIOCYTOMA","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","BALANCE DISORDER","count","quantity",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","COMPLEX PARTIAL SEIZURES","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","COORDINATION ABNORMAL","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","DIZZINESS","count","quantity",13,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","HEADACHE","count","quantity",4,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","HEMIANOPIA HOMONYMOUS","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","LETHARGY","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","PARAESTHESIA ORAL","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","SOMNOLENCE","count","quantity",5,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","STUPOR","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","SYNCOPE","count","quantity",6,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","TRANSIENT ISCHAEMIC ATTACK","count","quantity",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","AGITATION","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","ANXIETY","count","quantity",4,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","CONFUSIONAL STATE","count","quantity",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","DEPRESSED MOOD","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","IRRITABILITY","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","RESTLESSNESS","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RENAL AND URINARY DISORDERS","DYSURIA","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RENAL AND URINARY DISORDERS","ENURESIS","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RENAL AND URINARY DISORDERS","INCONTINENCE","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RENAL AND URINARY DISORDERS","MICTURITION URGENCY","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","COUGH","count","quantity",9,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","DYSPHONIA","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","DYSPNOEA","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","EPISTAXIS","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","NASAL CONGESTION","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PHARYNGOLARYNGEAL PAIN","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RHINORRHOEA","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","BLISTER","count","quantity",8,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","DERMATITIS CONTACT","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ERYTHEMA","count","quantity",24,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","HYPERHIDROSIS","count","quantity",5,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS","count","quantity",35,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS GENERALISED","count","quantity",4,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH","count","quantity",18,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH ERYTHEMATOUS","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH PRURITIC","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN EXFOLIATION","count","quantity",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN IRRITATION","count","quantity",13,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","URTICARIA","count","quantity",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SURGICAL AND MEDICAL PROCEDURES","CATARACT OPERATION","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","VASCULAR DISORDERS","HOT FLUSH","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","VASCULAR DISORDERS","HYPERTENSION","count","quantity",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","VASCULAR DISORDERS","HYPOTENSION","count","quantity",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","ATRIAL FIBRILLATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","ATRIAL HYPERTROPHY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","BRADYCARDIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","BUNDLE BRANCH BLOCK LEFT","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","CARDIAC FAILURE CONGESTIVE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","MYOCARDIAL INFARCTION","countdistinct","USUBJID",4,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","SINUS ARRHYTHMIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","SINUS BRADYCARDIA","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","TACHYCARDIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","CARDIAC DISORDERS","VENTRICULAR HYPERTROPHY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","EAR AND LABYRINTH DISORDERS","EAR PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","EYE DISORDERS","CONJUNCTIVITIS","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","EYE DISORDERS","EYE ALLERGY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","EYE DISORDERS","EYE PRURITUS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","EYE DISORDERS","EYE SWELLING","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","EYE DISORDERS","GLAUCOMA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GASTROINTESTINAL DISORDERS","CONSTIPATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GASTROINTESTINAL DISORDERS","DIARRHOEA","countdistinct","USUBJID",9,"_NULL_","_NULL_"
"Placebo","Y","GASTROINTESTINAL DISORDERS","DYSPEPSIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GASTROINTESTINAL DISORDERS","FLATULENCE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GASTROINTESTINAL DISORDERS","GASTROOESOPHAGEAL REFLUX DISEASE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GASTROINTESTINAL DISORDERS","GLOSSITIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GASTROINTESTINAL DISORDERS","HIATUS HERNIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GASTROINTESTINAL DISORDERS","NAUSEA","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Placebo","Y","GASTROINTESTINAL DISORDERS","VOMITING","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS","countdistinct","USUBJID",5,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE INDURATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS","countdistinct","USUBJID",6,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE REACTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE VESICLES","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ASTHENIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHILLS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FATIGUE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA PERIPHERAL","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PYREXIA","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","HEPATOBILIARY DISORDERS","HYPERBILIRUBINAEMIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","BRONCHITIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","CERVICITIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","CYSTITIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","EAR INFECTION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","GASTROENTERITIS VIRAL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","INFLUENZA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","LOCALISED INFECTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","NASOPHARYNGITIS","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","UPPER RESPIRATORY TRACT INFECTION","countdistinct","USUBJID",6,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","URINARY TRACT INFECTION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","INFECTIONS AND INFESTATIONS","VAGINAL MYCOSIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","CONTUSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","EXCORIATION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","FALL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","HIP FRACTURE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","SKIN LACERATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INVESTIGATIONS","BLOOD ALKALINE PHOSPHATASE INCREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INVESTIGATIONS","BLOOD CREATINE PHOSPHOKINASE INCREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INVESTIGATIONS","BLOOD URINE PRESENT","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INVESTIGATIONS","CYSTOSCOPY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INVESTIGATIONS","ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","countdistinct","USUBJID",4,"_NULL_","_NULL_"
"Placebo","Y","INVESTIGATIONS","ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INVESTIGATIONS","ELECTROCARDIOGRAM T WAVE INVERSION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","INVESTIGATIONS","HEART RATE INCREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","INVESTIGATIONS","HEART RATE IRREGULAR","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","METABOLISM AND NUTRITION DISORDERS","DECREASED APPETITE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","METABOLISM AND NUTRITION DISORDERS","DEHYDRATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","METABOLISM AND NUTRITION DISORDERS","DIABETES MELLITUS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","METABOLISM AND NUTRITION DISORDERS","FOOD CRAVING","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","METABOLISM AND NUTRITION DISORDERS","HYPONATRAEMIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","METABOLISM AND NUTRITION DISORDERS","INCREASED APPETITE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","ARTHRALGIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","ARTHRITIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","BACK PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","PAIN IN EXTREMITY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","SHOULDER PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","NERVOUS SYSTEM DISORDERS","DIZZINESS","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","NERVOUS SYSTEM DISORDERS","HEADACHE","countdistinct","USUBJID",7,"_NULL_","_NULL_"
"Placebo","Y","NERVOUS SYSTEM DISORDERS","PARKINSON'S DISEASE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","NERVOUS SYSTEM DISORDERS","PSYCHOMOTOR HYPERACTIVITY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","NERVOUS SYSTEM DISORDERS","SOMNOLENCE","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","PSYCHIATRIC DISORDERS","AGITATION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","PSYCHIATRIC DISORDERS","ANXIETY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","PSYCHIATRIC DISORDERS","COMPLETED SUICIDE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","PSYCHIATRIC DISORDERS","CONFUSIONAL STATE","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","PSYCHIATRIC DISORDERS","DELUSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","PSYCHIATRIC DISORDERS","DISORIENTATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","PSYCHIATRIC DISORDERS","INSOMNIA","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Placebo","Y","PSYCHIATRIC DISORDERS","IRRITABILITY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","RENAL AND URINARY DISORDERS","DYSURIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","RENAL AND URINARY DISORDERS","MICTURITION URGENCY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","RENAL AND URINARY DISORDERS","NEPHROLITHIASIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","RENAL AND URINARY DISORDERS","POLLAKIURIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","BENIGN PROSTATIC HYPERPLASIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","PELVIC PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Placebo","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","COUGH","countdistinct","USUBJID",3,"_NULL_","_NULL_"
